"tipo_transp";"viajeros_tasas";"periodo";"total"
"Transporte especial y discrecional";"Viajeros transportados";"2013M09";41601
"Transporte especial y discrecional";"Viajeros transportados";"2013M08";19819
"Transporte especial y discrecional";"Viajeros transportados";"2013M07";25038
"Transporte especial y discrecional";"Viajeros transportados";"2013M06";46888
"Transporte especial y discrecional";"Viajeros transportados";"2013M05";54409
"Transporte especial y discrecional";"Viajeros transportados";"2013M04";48355
"Transporte especial y discrecional";"Viajeros transportados";"2013M03";45640
"Transporte especial y discrecional";"Viajeros transportados";"2013M02";44714
"Transporte especial y discrecional";"Viajeros transportados";"2013M01";42266
"Transporte especial y discrecional";"Viajeros transportados";"2012M12";34483
"Transporte especial y discrecional";"Viajeros transportados";"2012M11";45520
"Transporte especial y discrecional";"Viajeros transportados";"2012M10";49816
"Transporte especial y discrecional";"Viajeros transportados";"2012M09";39474
"Transporte especial y discrecional";"Viajeros transportados";"2012M08";20235
"Transporte especial y discrecional";"Viajeros transportados";"2012M07";24493
"Transporte especial y discrecional";"Viajeros transportados";"2012M06";45923
"Transporte especial y discrecional";"Viajeros transportados";"2012M05";53761
"Transporte especial y discrecional";"Viajeros transportados";"2012M04";41547
"Transporte especial y discrecional";"Viajeros transportados";"2012M03";50603
"Transporte especial y discrecional";"Viajeros transportados";"2012M02";45127
"Transporte especial y discrecional";"Viajeros transportados";"2012M01";39952
"Transporte especial y discrecional";"Viajeros transportados";"2011M12";38512
"Transporte especial y discrecional";"Viajeros transportados";"2011M11";49671
"Transporte especial y discrecional";"Viajeros transportados";"2011M10";49649
"Transporte especial y discrecional";"Viajeros transportados";"2011M09";41671
"Transporte especial y discrecional";"Viajeros transportados";"2011M08";20442
"Transporte especial y discrecional";"Viajeros transportados";"2011M07";24079
"Transporte especial y discrecional";"Viajeros transportados";"2011M06";47940
"Transporte especial y discrecional";"Viajeros transportados";"2011M05";54896
"Transporte especial y discrecional";"Viajeros transportados";"2011M04";46118
"Transporte especial y discrecional";"Viajeros transportados";"2011M03";52201
"Transporte especial y discrecional";"Viajeros transportados";"2011M02";47570
"Transporte especial y discrecional";"Viajeros transportados";"2011M01";40455
"Transporte especial y discrecional";"Viajeros transportados";"2010M12";41090
"Transporte especial y discrecional";"Viajeros transportados";"2010M11";52964
"Transporte especial y discrecional";"Viajeros transportados";"2010M10";52790
"Transporte especial y discrecional";"Viajeros transportados";"2010M09";43848
"Transporte especial y discrecional";"Viajeros transportados";"2010M08";20550
"Transporte especial y discrecional";"Viajeros transportados";"2010M07";25272
"Transporte especial y discrecional";"Viajeros transportados";"2010M06";52106
"Transporte especial y discrecional";"Viajeros transportados";"2010M05";57455
"Transporte especial y discrecional";"Viajeros transportados";"2010M04";50951
"Transporte especial y discrecional";"Viajeros transportados";"2010M03";53832
"Transporte especial y discrecional";"Viajeros transportados";"2010M02";48239
"Transporte especial y discrecional";"Viajeros transportados";"2010M01";42114
"Transporte especial y discrecional";"Viajeros transportados";"2009M12";43898
"Transporte especial y discrecional";"Viajeros transportados";"2009M11";55144
"Transporte especial y discrecional";"Viajeros transportados";"2009M10";56078
"Transporte especial y discrecional";"Viajeros transportados";"2009M09";45384
"Transporte especial y discrecional";"Viajeros transportados";"2009M08";21675
"Transporte especial y discrecional";"Viajeros transportados";"2009M07";26580
"Transporte especial y discrecional";"Viajeros transportados";"2009M06";54070
"Transporte especial y discrecional";"Viajeros transportados";"2009M05";59020
"Transporte especial y discrecional";"Viajeros transportados";"2009M04";52268
"Transporte especial y discrecional";"Viajeros transportados";"2009M03";56524
"Transporte especial y discrecional";"Viajeros transportados";"2009M02";51913
"Transporte especial y discrecional";"Viajeros transportados";"2009M01";46968
"Transporte especial y discrecional";"Viajeros transportados";"2008M12";46408
"Transporte especial y discrecional";"Viajeros transportados";"2008M11";55334
"Transporte especial y discrecional";"Viajeros transportados";"2008M10";59422
"Transporte especial y discrecional";"Viajeros transportados";"2008M09";46148
"Transporte especial y discrecional";"Viajeros transportados";"2008M08";24675
"Transporte especial y discrecional";"Viajeros transportados";"2008M07";31086
"Transporte especial y discrecional";"Viajeros transportados";"2008M06";57130
"Transporte especial y discrecional";"Viajeros transportados";"2008M05";64793
"Transporte especial y discrecional";"Viajeros transportados";"2008M04";59871
"Transporte especial y discrecional";"Viajeros transportados";"2008M03";51731
"Transporte especial y discrecional";"Viajeros transportados";"2008M02";54707
"Transporte especial y discrecional";"Viajeros transportados";"2008M01";51199
"Transporte especial y discrecional";"Viajeros transportados";"2007M12";47908
"Transporte especial y discrecional";"Viajeros transportados";"2007M11";59749
"Transporte especial y discrecional";"Viajeros transportados";"2007M10";63740
"Transporte especial y discrecional";"Viajeros transportados";"2007M09";47701
"Transporte especial y discrecional";"Viajeros transportados";"2007M08";27465
"Transporte especial y discrecional";"Viajeros transportados";"2007M07";32814
"Transporte especial y discrecional";"Viajeros transportados";"2007M06";61919
"Transporte especial y discrecional";"Viajeros transportados";"2007M05";67889
"Transporte especial y discrecional";"Viajeros transportados";"2007M04";56434
"Transporte especial y discrecional";"Viajeros transportados";"2007M03";65184
"Transporte especial y discrecional";"Viajeros transportados";"2007M02";58566
"Transporte especial y discrecional";"Viajeros transportados";"2007M01";54219
"Transporte especial y discrecional";"Viajeros transportados";"2006M12";52299
"Transporte especial y discrecional";"Viajeros transportados";"2006M11";64803
"Transporte especial y discrecional";"Viajeros transportados";"2006M10";68788
"Transporte especial y discrecional";"Viajeros transportados";"2006M09";53752
"Transporte especial y discrecional";"Viajeros transportados";"2006M08";30302
"Transporte especial y discrecional";"Viajeros transportados";"2006M07";39289
"Transporte especial y discrecional";"Viajeros transportados";"2006M06";66379
"Transporte especial y discrecional";"Viajeros transportados";"2006M05";75725
"Transporte especial y discrecional";"Viajeros transportados";"2006M04";57442
"Transporte especial y discrecional";"Viajeros transportados";"2006M03";72714
"Transporte especial y discrecional";"Viajeros transportados";"2006M02";62709
"Transporte especial y discrecional";"Viajeros transportados";"2006M01";51290
"Transporte especial y discrecional";"Viajeros transportados";"2005M12";51534
"Transporte especial y discrecional";"Viajeros transportados";"2005M11";66305
"Transporte especial y discrecional";"Viajeros transportados";"2005M10";69233
"Transporte especial y discrecional";"Viajeros transportados";"2005M09";54638
"Transporte especial y discrecional";"Viajeros transportados";"2005M08";28960
"Transporte especial y discrecional";"Viajeros transportados";"2005M07";36100
"Transporte especial y discrecional";"Viajeros transportados";"2005M06";68502
"Transporte especial y discrecional";"Viajeros transportados";"2005M05";73907
"Transporte especial y discrecional";"Viajeros transportados";"2005M04";67830
"Transporte especial y discrecional";"Viajeros transportados";"2005M03";64618
"Transporte especial y discrecional";"Viajeros transportados";"2005M02";59278
"Transporte especial y discrecional";"Viajeros transportados";"2005M01";54583
"Transporte especial y discrecional";"Viajeros transportados";"2004M12";
"Transporte especial y discrecional";"Viajeros transportados";"2004M11";
"Transporte especial y discrecional";"Viajeros transportados";"2004M10";
"Transporte especial y discrecional";"Viajeros transportados";"2004M09";
"Transporte especial y discrecional";"Viajeros transportados";"2004M08";
"Transporte especial y discrecional";"Viajeros transportados";"2004M07";
"Transporte especial y discrecional";"Viajeros transportados";"2004M06";
"Transporte especial y discrecional";"Viajeros transportados";"2004M05";
"Transporte especial y discrecional";"Viajeros transportados";"2004M04";
"Transporte especial y discrecional";"Viajeros transportados";"2004M03";
"Transporte especial y discrecional";"Viajeros transportados";"2004M02";
"Transporte especial y discrecional";"Viajeros transportados";"2004M01";
"Transporte especial y discrecional";"Viajeros transportados";"2003M12";
"Transporte especial y discrecional";"Viajeros transportados";"2003M11";
"Transporte especial y discrecional";"Viajeros transportados";"2003M10";
"Transporte especial y discrecional";"Viajeros transportados";"2003M09";
"Transporte especial y discrecional";"Viajeros transportados";"2003M08";
"Transporte especial y discrecional";"Viajeros transportados";"2003M07";
"Transporte especial y discrecional";"Viajeros transportados";"2003M06";
"Transporte especial y discrecional";"Viajeros transportados";"2003M05";
"Transporte especial y discrecional";"Viajeros transportados";"2003M04";
"Transporte especial y discrecional";"Viajeros transportados";"2003M03";
"Transporte especial y discrecional";"Viajeros transportados";"2003M02";
"Transporte especial y discrecional";"Viajeros transportados";"2003M01";
"Transporte especial y discrecional";"Viajeros transportados";"2002M12";
"Transporte especial y discrecional";"Viajeros transportados";"2002M11";
"Transporte especial y discrecional";"Viajeros transportados";"2002M10";
"Transporte especial y discrecional";"Viajeros transportados";"2002M09";
"Transporte especial y discrecional";"Viajeros transportados";"2002M08";
"Transporte especial y discrecional";"Viajeros transportados";"2002M07";
"Transporte especial y discrecional";"Viajeros transportados";"2002M06";
"Transporte especial y discrecional";"Viajeros transportados";"2002M05";
"Transporte especial y discrecional";"Viajeros transportados";"2002M04";
"Transporte especial y discrecional";"Viajeros transportados";"2002M03";
"Transporte especial y discrecional";"Viajeros transportados";"2002M02";
"Transporte especial y discrecional";"Viajeros transportados";"2002M01";
"Transporte especial y discrecional";"Viajeros transportados";"2001M12";
"Transporte especial y discrecional";"Viajeros transportados";"2001M11";
"Transporte especial y discrecional";"Viajeros transportados";"2001M10";
"Transporte especial y discrecional";"Viajeros transportados";"2001M09";
"Transporte especial y discrecional";"Viajeros transportados";"2001M08";
"Transporte especial y discrecional";"Viajeros transportados";"2001M07";
"Transporte especial y discrecional";"Viajeros transportados";"2001M06";
"Transporte especial y discrecional";"Viajeros transportados";"2001M05";
"Transporte especial y discrecional";"Viajeros transportados";"2001M04";
"Transporte especial y discrecional";"Viajeros transportados";"2001M03";
"Transporte especial y discrecional";"Viajeros transportados";"2001M02";
"Transporte especial y discrecional";"Viajeros transportados";"2001M01";
"Transporte especial y discrecional";"Viajeros transportados";"2000M12";
"Transporte especial y discrecional";"Viajeros transportados";"2000M11";
"Transporte especial y discrecional";"Viajeros transportados";"2000M10";
"Transporte especial y discrecional";"Viajeros transportados";"2000M09";
"Transporte especial y discrecional";"Viajeros transportados";"2000M08";
"Transporte especial y discrecional";"Viajeros transportados";"2000M07";
"Transporte especial y discrecional";"Viajeros transportados";"2000M06";
"Transporte especial y discrecional";"Viajeros transportados";"2000M05";
"Transporte especial y discrecional";"Viajeros transportados";"2000M04";
"Transporte especial y discrecional";"Viajeros transportados";"2000M03";
"Transporte especial y discrecional";"Viajeros transportados";"2000M02";
"Transporte especial y discrecional";"Viajeros transportados";"2000M01";
"Transporte especial y discrecional";"Viajeros transportados";"1999M12";
"Transporte especial y discrecional";"Viajeros transportados";"1999M11";
"Transporte especial y discrecional";"Viajeros transportados";"1999M10";
"Transporte especial y discrecional";"Viajeros transportados";"1999M09";
"Transporte especial y discrecional";"Viajeros transportados";"1999M08";
"Transporte especial y discrecional";"Viajeros transportados";"1999M07";
"Transporte especial y discrecional";"Viajeros transportados";"1999M06";
"Transporte especial y discrecional";"Viajeros transportados";"1999M05";
"Transporte especial y discrecional";"Viajeros transportados";"1999M04";
"Transporte especial y discrecional";"Viajeros transportados";"1999M03";
"Transporte especial y discrecional";"Viajeros transportados";"1999M02";
"Transporte especial y discrecional";"Viajeros transportados";"1999M01";
"Transporte especial y discrecional";"Viajeros transportados";"1998M12";
"Transporte especial y discrecional";"Viajeros transportados";"1998M11";
"Transporte especial y discrecional";"Viajeros transportados";"1998M10";
"Transporte especial y discrecional";"Viajeros transportados";"1998M09";
"Transporte especial y discrecional";"Viajeros transportados";"1998M08";
"Transporte especial y discrecional";"Viajeros transportados";"1998M07";
"Transporte especial y discrecional";"Viajeros transportados";"1998M06";
"Transporte especial y discrecional";"Viajeros transportados";"1998M05";
"Transporte especial y discrecional";"Viajeros transportados";"1998M04";
"Transporte especial y discrecional";"Viajeros transportados";"1998M03";
"Transporte especial y discrecional";"Viajeros transportados";"1998M02";
"Transporte especial y discrecional";"Viajeros transportados";"1998M01";
"Transporte especial y discrecional";"Viajeros transportados";"1997M12";
"Transporte especial y discrecional";"Viajeros transportados";"1997M11";
"Transporte especial y discrecional";"Viajeros transportados";"1997M10";
"Transporte especial y discrecional";"Viajeros transportados";"1997M09";
"Transporte especial y discrecional";"Viajeros transportados";"1997M08";
"Transporte especial y discrecional";"Viajeros transportados";"1997M07";
"Transporte especial y discrecional";"Viajeros transportados";"1997M06";
"Transporte especial y discrecional";"Viajeros transportados";"1997M05";
"Transporte especial y discrecional";"Viajeros transportados";"1997M04";
"Transporte especial y discrecional";"Viajeros transportados";"1997M03";
"Transporte especial y discrecional";"Viajeros transportados";"1997M02";
"Transporte especial y discrecional";"Viajeros transportados";"1997M01";
"Transporte especial y discrecional";"Viajeros transportados";"1996M12";
"Transporte especial y discrecional";"Viajeros transportados";"1996M11";
"Transporte especial y discrecional";"Viajeros transportados";"1996M10";
"Transporte especial y discrecional";"Viajeros transportados";"1996M09";
"Transporte especial y discrecional";"Viajeros transportados";"1996M08";
"Transporte especial y discrecional";"Viajeros transportados";"1996M07";
"Transporte especial y discrecional";"Viajeros transportados";"1996M06";
"Transporte especial y discrecional";"Viajeros transportados";"1996M05";
"Transporte especial y discrecional";"Viajeros transportados";"1996M04";
"Transporte especial y discrecional";"Viajeros transportados";"1996M03";
"Transporte especial y discrecional";"Viajeros transportados";"1996M02";
"Transporte especial y discrecional";"Viajeros transportados";"1996M01";
"Transporte especial y discrecional";"Variación anual";"2020M08";-71,7
"Transporte especial y discrecional";"Variación anual";"2020M07";-72,7
"Transporte especial y discrecional";"Variación anual";"2020M06";-89,4
"Transporte especial y discrecional";"Variación anual";"2020M05";-93,1
"Transporte especial y discrecional";"Variación anual";"2020M04";-91,9
"Transporte especial y discrecional";"Variación anual";"2020M03";-45
"Transporte especial y discrecional";"Variación anual";"2020M02";0,2
"Transporte especial y discrecional";"Variación anual";"2020M01";-2,4
"Transporte especial y discrecional";"Variación anual";"2019M12";6,8
"Transporte especial y discrecional";"Variación anual";"2019M11";2,5
"Transporte especial y discrecional";"Variación anual";"2019M10";7
"Transporte especial y discrecional";"Variación anual";"2019M09";7,5
"Transporte especial y discrecional";"Variación anual";"2019M08";4,5
"Transporte especial y discrecional";"Variación anual";"2019M07";4,1
"Transporte especial y discrecional";"Variación anual";"2019M06";-0,6
"Transporte especial y discrecional";"Variación anual";"2019M05";2,7
"Transporte especial y discrecional";"Variación anual";"2019M04";-4,9
"Transporte especial y discrecional";"Variación anual";"2019M03";3,4
"Transporte especial y discrecional";"Variación anual";"2019M02";4,4
"Transporte especial y discrecional";"Variación anual";"2019M01";6,6
"Transporte especial y discrecional";"Variación anual";"2018M12";6,2
"Transporte especial y discrecional";"Variación anual";"2018M11";1,3
"Transporte especial y discrecional";"Variación anual";"2018M10";7,3
"Transporte especial y discrecional";"Variación anual";"2018M09";2,3
"Transporte especial y discrecional";"Variación anual";"2018M08";8,3
"Transporte especial y discrecional";"Variación anual";"2018M07";8,2
"Transporte especial y discrecional";"Variación anual";"2018M06";4,4
"Transporte especial y discrecional";"Variación anual";"2018M05";2,5
"Transporte especial y discrecional";"Variación anual";"2018M04";18,9
"Transporte especial y discrecional";"Variación anual";"2018M03";-7,4
"Transporte especial y discrecional";"Variación anual";"2018M02";0,5
"Transporte especial y discrecional";"Variación anual";"2018M01";6,7
"Transporte especial y discrecional";"Variación anual";"2017M12";-1,5
"Transporte especial y discrecional";"Variación anual";"2017M11";1,9
"Transporte especial y discrecional";"Variación anual";"2017M10";2,6
"Transporte especial y discrecional";"Variación anual";"2017M09";-0,7
"Transporte especial y discrecional";"Variación anual";"2017M08";-1,4
"Transporte especial y discrecional";"Variación anual";"2017M07";3,4
"Transporte especial y discrecional";"Variación anual";"2017M06";1,6
"Transporte especial y discrecional";"Variación anual";"2017M05";4
"Transporte especial y discrecional";"Variación anual";"2017M04";-15,6
"Transporte especial y discrecional";"Variación anual";"2017M03";17,9
"Transporte especial y discrecional";"Variación anual";"2017M02";-0,6
"Transporte especial y discrecional";"Variación anual";"2017M01";4,7
"Transporte especial y discrecional";"Variación anual";"2016M12";0
"Transporte especial y discrecional";"Variación anual";"2016M11";2,9
"Transporte especial y discrecional";"Variación anual";"2016M10";-1,3
"Transporte especial y discrecional";"Variación anual";"2016M09";3,5
"Transporte especial y discrecional";"Variación anual";"2016M08";6,7
"Transporte especial y discrecional";"Variación anual";"2016M07";1,5
"Transporte especial y discrecional";"Variación anual";"2016M06";3,9
"Transporte especial y discrecional";"Variación anual";"2016M05";4,3
"Transporte especial y discrecional";"Variación anual";"2016M04";13,2
"Transporte especial y discrecional";"Variación anual";"2016M03";-7,9
"Transporte especial y discrecional";"Variación anual";"2016M02";3,8
"Transporte especial y discrecional";"Variación anual";"2016M01";-3,6
"Transporte especial y discrecional";"Variación anual";"2015M12";-1,9
"Transporte especial y discrecional";"Variación anual";"2015M11";1,3
"Transporte especial y discrecional";"Variación anual";"2015M10";-2
"Transporte especial y discrecional";"Variación anual";"2015M09";0,4
"Transporte especial y discrecional";"Variación anual";"2015M08";-1,7
"Transporte especial y discrecional";"Variación anual";"2015M07";4,4
"Transporte especial y discrecional";"Variación anual";"2015M06";0,7
"Transporte especial y discrecional";"Variación anual";"2015M05";-2,3
"Transporte especial y discrecional";"Variación anual";"2015M04";1,9
"Transporte especial y discrecional";"Variación anual";"2015M03";-0,2
"Transporte especial y discrecional";"Variación anual";"2015M02";-4,4
"Transporte especial y discrecional";"Variación anual";"2015M01";-5,7
"Transporte especial y discrecional";"Variación anual";"2014M12";-0,1
"Transporte especial y discrecional";"Variación anual";"2014M11";-3,2
"Transporte especial y discrecional";"Variación anual";"2014M10";-3,9
"Transporte especial y discrecional";"Variación anual";"2014M09";-0,5
"Transporte especial y discrecional";"Variación anual";"2014M08";0,9
"Transporte especial y discrecional";"Variación anual";"2014M07";-4,8
"Transporte especial y discrecional";"Variación anual";"2014M06";-2,3
"Transporte especial y discrecional";"Variación anual";"2014M05";-4,4
"Transporte especial y discrecional";"Variación anual";"2014M04";-11,1
"Transporte especial y discrecional";"Variación anual";"2014M03";3,4
"Transporte especial y discrecional";"Variación anual";"2014M02";-3,5
"Transporte especial y discrecional";"Variación anual";"2014M01";-4,9
"Transporte especial y discrecional";"Variación anual";"2013M12";2,6
"Transporte especial y discrecional";"Variación anual";"2013M11";2
"Transporte especial y discrecional";"Variación anual";"2013M10";6,4
"Transporte especial y discrecional";"Variación anual";"2013M09";5,4
"Transporte especial y discrecional";"Variación anual";"2013M08";-2,1
"Transporte especial y discrecional";"Variación anual";"2013M07";2,2
"Transporte especial y discrecional";"Variación anual";"2013M06";2,1
"Transporte especial y discrecional";"Variación anual";"2013M05";1,2
"Transporte especial y discrecional";"Variación anual";"2013M04";16,4
"Transporte especial y discrecional";"Variación anual";"2013M03";-9,8
"Transporte especial y discrecional";"Variación anual";"2013M02";-0,9
"Transporte especial y discrecional";"Variación anual";"2013M01";5,8
"Transporte especial y discrecional";"Variación anual";"2012M12";-10,5
"Transporte especial y discrecional";"Variación anual";"2012M11";-8,4
"Transporte especial y discrecional";"Variación anual";"2012M10";0,3
"Transporte especial y discrecional";"Variación anual";"2012M09";-5,3
"Transporte especial y discrecional";"Variación anual";"2012M08";-1
"Transporte especial y discrecional";"Variación anual";"2012M07";1,7
"Transporte especial y discrecional";"Variación anual";"2012M06";-4,2
"Transporte especial y discrecional";"Variación anual";"2012M05";-2,1
"Transporte especial y discrecional";"Variación anual";"2012M04";-9,9
"Transporte especial y discrecional";"Variación anual";"2012M03";-3,1
"Transporte especial y discrecional";"Variación anual";"2012M02";-5,1
"Transporte especial y discrecional";"Variación anual";"2012M01";-1,2
"Transporte especial y discrecional";"Variación anual";"2011M12";-6,3
"Transporte especial y discrecional";"Variación anual";"2011M11";-6,2
"Transporte especial y discrecional";"Variación anual";"2011M10";-5,9
"Transporte especial y discrecional";"Variación anual";"2011M09";-5
"Transporte especial y discrecional";"Variación anual";"2011M08";-0,5
"Transporte especial y discrecional";"Variación anual";"2011M07";-4,7
"Transporte especial y discrecional";"Variación anual";"2011M06";-8
"Transporte especial y discrecional";"Variación anual";"2011M05";-4,5
"Transporte especial y discrecional";"Variación anual";"2011M04";-9,5
"Transporte especial y discrecional";"Variación anual";"2011M03";-3
"Transporte especial y discrecional";"Variación anual";"2011M02";-1,4
"Transporte especial y discrecional";"Variación anual";"2011M01";-3,9
"Transporte especial y discrecional";"Variación anual";"2010M12";-6,4
"Transporte especial y discrecional";"Variación anual";"2010M11";-4
"Transporte especial y discrecional";"Variación anual";"2010M10";-5,9
"Transporte especial y discrecional";"Variación anual";"2010M09";-3,4
"Transporte especial y discrecional";"Variación anual";"2010M08";-5,2
"Transporte especial y discrecional";"Variación anual";"2010M07";-4,9
"Transporte especial y discrecional";"Variación anual";"2010M06";-3,6
"Transporte especial y discrecional";"Variación anual";"2010M05";-2,7
"Transporte especial y discrecional";"Variación anual";"2010M04";-2,5
"Transporte especial y discrecional";"Variación anual";"2010M03";-4,8
"Transporte especial y discrecional";"Variación anual";"2010M02";-7,1
"Transporte especial y discrecional";"Variación anual";"2010M01";-10,3
"Transporte especial y discrecional";"Variación anual";"2009M12";-5,4
"Transporte especial y discrecional";"Variación anual";"2009M11";-0,3
"Transporte especial y discrecional";"Variación anual";"2009M10";-5,6
"Transporte especial y discrecional";"Variación anual";"2009M09";-1,7
"Transporte especial y discrecional";"Variación anual";"2009M08";-12,2
"Transporte especial y discrecional";"Variación anual";"2009M07";-14,5
"Transporte especial y discrecional";"Variación anual";"2009M06";-5,4
"Transporte especial y discrecional";"Variación anual";"2009M05";-8,9
"Transporte especial y discrecional";"Variación anual";"2009M04";-12,7
"Transporte especial y discrecional";"Variación anual";"2009M03";9,3
"Transporte especial y discrecional";"Variación anual";"2009M02";-5,1
"Transporte especial y discrecional";"Variación anual";"2009M01";-8,3
"Transporte especial y discrecional";"Variación anual";"2008M12";-3,1
"Transporte especial y discrecional";"Variación anual";"2008M11";-7,4
"Transporte especial y discrecional";"Variación anual";"2008M10";-6,8
"Transporte especial y discrecional";"Variación anual";"2008M09";-3,3
"Transporte especial y discrecional";"Variación anual";"2008M08";-10,2
"Transporte especial y discrecional";"Variación anual";"2008M07";-5,3
"Transporte especial y discrecional";"Variación anual";"2008M06";-7,7
"Transporte especial y discrecional";"Variación anual";"2008M05";-4,6
"Transporte especial y discrecional";"Variación anual";"2008M04";6,1
"Transporte especial y discrecional";"Variación anual";"2008M03";-20,6
"Transporte especial y discrecional";"Variación anual";"2008M02";-6,6
"Transporte especial y discrecional";"Variación anual";"2008M01";-5,6
"Transporte especial y discrecional";"Variación anual";"2007M12";-8,4
"Transporte especial y discrecional";"Variación anual";"2007M11";-7,8
"Transporte especial y discrecional";"Variación anual";"2007M10";-7,3
"Transporte especial y discrecional";"Variación anual";"2007M09";-11,3
"Transporte especial y discrecional";"Variación anual";"2007M08";-9,4
"Transporte especial y discrecional";"Variación anual";"2007M07";-16,5
"Transporte especial y discrecional";"Variación anual";"2007M06";-6,7
"Transporte especial y discrecional";"Variación anual";"2007M05";-10,3
"Transporte especial y discrecional";"Variación anual";"2007M04";-1,8
"Transporte especial y discrecional";"Variación anual";"2007M03";-10,4
"Transporte especial y discrecional";"Variación anual";"2007M02";-6,6
"Transporte especial y discrecional";"Variación anual";"2007M01";5,7
"Transporte especial y discrecional";"Variación anual";"2006M12";1,5
"Transporte especial y discrecional";"Variación anual";"2006M11";-2,3
"Transporte especial y discrecional";"Variación anual";"2006M10";-0,6
"Transporte especial y discrecional";"Variación anual";"2006M09";-1,6
"Transporte especial y discrecional";"Variación anual";"2006M08";4,6
"Transporte especial y discrecional";"Variación anual";"2006M07";8,8
"Transporte especial y discrecional";"Variación anual";"2006M06";-3,1
"Transporte especial y discrecional";"Variación anual";"2006M05";2,5
"Transporte especial y discrecional";"Variación anual";"2006M04";-15,3
"Transporte especial y discrecional";"Variación anual";"2006M03";12,5
"Transporte especial y discrecional";"Variación anual";"2006M02";5,8
"Transporte especial y discrecional";"Variación anual";"2006M01";-6
"Transporte especial y discrecional";"Variación anual";"2005M12";
"Transporte especial y discrecional";"Variación anual";"2005M11";
"Transporte especial y discrecional";"Variación anual";"2005M10";
"Transporte especial y discrecional";"Variación anual";"2005M09";
"Transporte especial y discrecional";"Variación anual";"2005M08";
"Transporte especial y discrecional";"Variación anual";"2005M07";
"Transporte especial y discrecional";"Variación anual";"2005M06";
"Transporte especial y discrecional";"Variación anual";"2005M05";
"Transporte especial y discrecional";"Variación anual";"2005M04";
"Transporte especial y discrecional";"Variación anual";"2005M03";
"Transporte especial y discrecional";"Variación anual";"2005M02";
"Transporte especial y discrecional";"Variación anual";"2005M01";
"Transporte especial y discrecional";"Variación anual";"2004M12";
"Transporte especial y discrecional";"Variación anual";"2004M11";
"Transporte especial y discrecional";"Variación anual";"2004M10";
"Transporte especial y discrecional";"Variación anual";"2004M09";
"Transporte especial y discrecional";"Variación anual";"2004M08";
"Transporte especial y discrecional";"Variación anual";"2004M07";
"Transporte especial y discrecional";"Variación anual";"2004M06";
"Transporte especial y discrecional";"Variación anual";"2004M05";
"Transporte especial y discrecional";"Variación anual";"2004M04";
"Transporte especial y discrecional";"Variación anual";"2004M03";
"Transporte especial y discrecional";"Variación anual";"2004M02";
"Transporte especial y discrecional";"Variación anual";"2004M01";
"Transporte especial y discrecional";"Variación anual";"2003M12";
"Transporte especial y discrecional";"Variación anual";"2003M11";
"Transporte especial y discrecional";"Variación anual";"2003M10";
"Transporte especial y discrecional";"Variación anual";"2003M09";
"Transporte especial y discrecional";"Variación anual";"2003M08";
"Transporte especial y discrecional";"Variación anual";"2003M07";
"Transporte especial y discrecional";"Variación anual";"2003M06";
"Transporte especial y discrecional";"Variación anual";"2003M05";
"Transporte especial y discrecional";"Variación anual";"2003M04";
"Transporte especial y discrecional";"Variación anual";"2003M03";
"Transporte especial y discrecional";"Variación anual";"2003M02";
"Transporte especial y discrecional";"Variación anual";"2003M01";
"Transporte especial y discrecional";"Variación anual";"2002M12";
"Transporte especial y discrecional";"Variación anual";"2002M11";
"Transporte especial y discrecional";"Variación anual";"2002M10";
"Transporte especial y discrecional";"Variación anual";"2002M09";
"Transporte especial y discrecional";"Variación anual";"2002M08";
"Transporte especial y discrecional";"Variación anual";"2002M07";
"Transporte especial y discrecional";"Variación anual";"2002M06";
"Transporte especial y discrecional";"Variación anual";"2002M05";
"Transporte especial y discrecional";"Variación anual";"2002M04";
"Transporte especial y discrecional";"Variación anual";"2002M03";
"Transporte especial y discrecional";"Variación anual";"2002M02";
"Transporte especial y discrecional";"Variación anual";"2002M01";
"Transporte especial y discrecional";"Variación anual";"2001M12";
"Transporte especial y discrecional";"Variación anual";"2001M11";
"Transporte especial y discrecional";"Variación anual";"2001M10";
"Transporte especial y discrecional";"Variación anual";"2001M09";
"Transporte especial y discrecional";"Variación anual";"2001M08";
"Transporte especial y discrecional";"Variación anual";"2001M07";
"Transporte especial y discrecional";"Variación anual";"2001M06";
"Transporte especial y discrecional";"Variación anual";"2001M05";
"Transporte especial y discrecional";"Variación anual";"2001M04";
"Transporte especial y discrecional";"Variación anual";"2001M03";
"Transporte especial y discrecional";"Variación anual";"2001M02";
"Transporte especial y discrecional";"Variación anual";"2001M01";
"Transporte especial y discrecional";"Variación anual";"2000M12";
"Transporte especial y discrecional";"Variación anual";"2000M11";
"Transporte especial y discrecional";"Variación anual";"2000M10";
"Transporte especial y discrecional";"Variación anual";"2000M09";
"Transporte especial y discrecional";"Variación anual";"2000M08";
"Transporte especial y discrecional";"Variación anual";"2000M07";
"Transporte especial y discrecional";"Variación anual";"2000M06";
"Transporte especial y discrecional";"Variación anual";"2000M05";
"Transporte especial y discrecional";"Variación anual";"2000M04";
"Transporte especial y discrecional";"Variación anual";"2000M03";
"Transporte especial y discrecional";"Variación anual";"2000M02";
"Transporte especial y discrecional";"Variación anual";"2000M01";
"Transporte especial y discrecional";"Variación anual";"1999M12";
"Transporte especial y discrecional";"Variación anual";"1999M11";
